Rank,Title,Episodes,Producers,Genres,Type,PremieredYear,ENDYear,Rating,Score,VoiceActors
3440,Maple Town Monogatari (Maple Town),52,"['Toei Animation']","['Fantasy', 'Slice of Life']",TV,1986,1987,G,6.93,"['Okamoto Maya']"
4940,Mari Iyagi,1,"['ADV Films']","['Drama', 'Fantasy']",Movie,2002,2002,PG,6.50,"[]"
1417,Maria-sama ga Miteru (Maria Watches Over Us),13,"['Studio Deen', 'Rondo Robe', 'Right Stuf', 'TV Tokyo Music']","['Drama', 'Romance', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",TV,2004,2004,PG-13,7.53,"['Toyoguchi Megumi', 'Itou Miki', 'Ueda Kana', 'Noto Mamiko']"
464,Maria-sama ga Miteru 3rd (Maria Watches Over Us 3rd),5,"['Studio Deen', 'Right Stuf']","['Drama', 'School', 'Shoujo Ai', 'Slice of Life']",OVA,2006,2007,PG-13,8.05,"['Itou Miki', 'Ueda Kana', 'Noto Mamiko', 'Kugimiya Rie']"
1390,Maria-sama ga Miteru 3rd Specials,5,"['Studio Deen', 'Right Stuf']","['Comedy']",Special,2006,2007,PG,7.54,"['Itou Miki', 'Ueda Kana', 'Noto Mamiko', 'Kugimiya Rie']"
503,Maria-sama ga Miteru 4th (Maria Watches Over Us Season 4),13,"['Studio Deen', 'Right Stuf']","['School', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",TV,2009,2009,PG-13,8.01,"['Toyoguchi Megumi', 'Itou Miki', 'Ueda Kana', 'Noto Mamiko']"
1713,Maria-sama ga Miteru 4th Specials,11,"['Studio Deen', 'Right Stuf']","['Comedy']",Special,2009,2009,PG,7.44,"['Itou Miki', 'Ueda Kana', 'Noto Mamiko', 'Kugimiya Rie']"
1286,Maria-sama ga Miteru Specials (Maria Watches Over Us),7,"['Studio Deen', 'Right Stuf']","['Drama', 'Romance', 'School', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",Special,2004,2004,PG,7.58,"['Itou Miki', 'Ueda Kana', 'Noto Mamiko', 'Ikezawa Haruna']"
2446,Maria†Holic,12,"['Shaft', 'Frontier Works', 'Genco', 'Media Factory', 'AT-X', 'Omnibus Japan', 'Sentai Filmworks']","['Comedy', 'Parody', 'School']",TV,2009,2009,PG-13,7.22,"['Kobayashi Yuu', 'Inoue Marina', 'Sanada Asami', 'Sawashiro Miyuki']"
2906,Maria†Holic Alive,12,"['Shaft', 'Sentai Filmworks', 'TV Tokyo Music']","['Comedy', 'Parody', 'School']",TV,2011,2011,PG-13,7.09,"['Kobayashi Yuu', 'Inoue Marina', 'Sanada Asami', 'Sawashiro Miyuki']"
3441,Maria†Holic Alive Special,1,"['Shaft']","['Comedy', 'Parody', 'Romance', 'School']",Special,2011,2011,PG-13,6.93,"[]"
4826,Marie &amp; Gali,40,"['Toei Animation']","['Comedy']",TV,2009,2010,PG-13,6.54,"['Chiba Chiemi', 'Cho', 'Kosugi Juurouta']"
1067,Marmalade Boy,76,"['Toei Animation', 'TOKYOPOP']","['Comedy', 'Drama', 'Romance', 'Shoujo']",TV,1994,1995,PG-13,7.67,"['Kouda Mariko', 'Okiayu Ryotaro', 'Yamazaki Wakana', 'Oota Shinichirou']"
1472,Marmalade Boy Movie,1,"['TOKYOPOP']","['Romance', 'Shoujo']",Movie,1995,1995,PG-13,7.51,"['Kouda Mariko', 'Yamazaki Wakana']"
4359,Maroko,1,"['None found', 'add some']","['Comedy', 'Sci-Fi']",Movie,1990,1990,None,6.68,"['Katsuki Masako']"
3039,Mashin Eiyuuden Wataru,45,"['Sunrise', 'Atelier Musa']","['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1988,1989,G,7.05,"['Tanaka Mayumi', 'Hayashibara Megumi', 'Nishimura Tomomichi', 'Takano Urara']"
2876,Mashin Eiyuuden Wataru 2 (Spirit Hero Wataru 2),46,"['Sunrise']","['Adventure', 'Comedy', 'Mecha']",TV,1990,1991,G,7.10,"['Tanaka Mayumi', 'Nishimura Tomomichi']"
4146,Massugu ni Ikou.,4,"['Yumeta Company']","['Comedy', 'Josei', 'Romance', 'Slice of Life']",TV,2003,2003,PG,6.74,"['Yoshino Hiroyuki', 'Orikasa Fumiko', 'Suzumura Kenichi', 'Suzuki Masami']"
3603,Massugu ni Ikou. 2nd Season,5,"['Yumeta Company']","['Comedy', 'Josei', 'Romance', 'Slice of Life']",TV,2004,2004,PG,6.88,"['Yoshino Hiroyuki', 'Orikasa Fumiko', 'Suzumura Kenichi', 'Suzuki Masami']"
849,Master Keaton,24,"['Madhouse', 'Geneon Universal Entertainment']","['Adventure', 'Mystery']",TV,1998,1999,R,7.79,"['Inoue Norihiro', 'Kuwashima Houko', 'Minaguchi Yuko', 'Sugawara Masashi']"
562,Master Keaton OVA,15,"['Madhouse', 'Geneon Universal Entertainment']","['Adventure', 'Mystery']",OVA,1999,2000,R,7.97,"['Inoue Norihiro', 'Kuwashima Houko', 'Ishida Akira']"
3501,Master Mosquiton (Master of Mosquiton),6,"['ADV Films', 'Media Blasters', 'Nippon Columbia', 'Zero-G Room']","['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Vampire']",OVA,1996,1997,PG-13,6.91,"['Koyasu Takehito', 'Imai Yuka', 'Tsuru Hiromi']"
4292,Master Mosquiton 99 (Master of Mosquiton &#039;99),26,"['TV Tokyo', 'Sotsu Agency', 'Zero-G Room']","['Action', 'Adventure', 'Comedy', 'Supernatural', 'Vampire']",TV,1997,1998,PG-13,6.70,"['Koyasu Takehito', 'Imai Yuka']"
1744,Masuda Kousuke Gekijou Gag Manga Biyori,12,"['Artland', 'SKY Perfect Well Think', 'Kids Station', 'DAX Production']","['Comedy', 'Parody']",TV,2005,2005,PG-13,7.43,"['Satou Narumi', 'Maeda Takeshi', 'Nazuka Kaori', 'Takemoto Eiji', 'Maeda Takeshi']"
1975,Masuda Kousuke Gekijou Gag Manga Biyori +,26,"['Studio Deen']","['Comedy']",TV,2010,2010,PG-13,7.36,"['Nazuka Kaori', 'Takemoto Eiji', 'Maeda Takeshi']"
1236,Masuda Kousuke Gekijou Gag Manga Biyori 2,12,"['DAX Production']","['Comedy']",TV,2006,2006,PG-13,7.60,"['Maeda Takeshi', 'Nazuka Kaori', 'Takemoto Eiji', 'Maeda Takeshi']"
1793,Masuda Kousuke Gekijou Gag Manga Biyori 3,12,"['Studio Deen']","['Comedy']",TV,2008,2008,PG-13,7.41,"['Maeda Takeshi', 'Nazuka Kaori', 'Takemoto Eiji', 'Maeda Takeshi']"
1676,Matantei Loki Ragnarok (Mythical Detective Loki Ragnarok),26,"['TV Tokyo', 'Studio Deen', 'ADV Films', 'Rakuonsha', 'Sentai Filmworks']","['Comedy', 'Magic', 'Mystery', 'Shounen', 'Supernatural']",TV,2003,2003,PG-13,7.45,"['Sakurai Takahiro', 'Fuchizaki Yuriko', 'Horie Yui', 'Miki Shinichiro', 'Park Romi']"
366,Mawaru Penguindrum (Penguindrum),24,"['Starchild Records', 'Brains Base', 'Mainichi Broadcasting', 'Sentai Filmworks']","['Comedy', 'Drama', 'Mystery', 'Psychological']",TV,2011,2011,R,8.14,"['Kimura Ryouhei', 'Arakawa Miho', 'Miyake Marie', 'Kimura Subaru']"
1287,Mayo Chiki!,13,"['Feel', 'Starchild Records', 'Media Factory', 'TBS', 'DAX Production', 'Sentai Filmworks', 'PRA']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",TV,2011,2011,R+,7.58,"['Iguchi Yuka', 'Kitamura Eri', 'Kobayashi Yuu', 'Hino Satoshi', 'Ise Mariya']"
3403,Mayoi Neko Overrun!,13,"['AIC']","['Comedy', 'Harem', 'Romance']",TV,2010,2010,PG-13,6.94,"['Taketatsu Ayana', 'Itou Kanae', 'Iguchi Yuka', 'Okamoto Nobuhiko']"
3637,Mayoi Neko Overrun! Specials,6,"['AIC']","['Comedy', 'Ecchi']",Special,2010,2010,R+,6.87,"[]"
3774,Maze☆Bakunetsu Jikuu (TV) (Maze: The Mega-Burst Space),25,"['J.C.Staff', 'Kadokawa Shoten', 'Central Park Media']","['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']",TV,1997,1997,PG-13,6.83,"['Seki Tomokazu', 'Mitsuishi Kotono', 'Orikasa Ai', 'Tange Sakura', 'Satou Masaharu']"
1473,Mazinger Z,92,"['Toei Animation', 'Discotek', 'Dynamic Planning']","['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1972,1974,PG-13,7.51,"['Ishimaru Hiroya', 'Ootake Hiroshi', 'Matsushima Minori', 'Matsushima Tomoko', 'Tomita Kousei']"
3278,Mazinger Z tai Ankoku Daishougun,1,"['Dynamic Planning']","['Action', 'Mecha', 'Shounen']",Movie,1974,1974,PG-13,6.98,"['Ishimaru Hiroya', 'Ootake Hiroshi', 'Egawa Saiko', 'Kobayashi Kiyoshi']"
4965,Mazinger Z tai Dr. Hell,1,"['Dynamic Planning']","['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",Movie,1974,1974,None,6.49,"['Ishimaru Hiroya', 'Matsushima Tomoko']"
1540,Mazinkaiser,7,"['Bandai Visual', 'Brains Base', 'Bee Media', 'Dynamic Planning']","['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,2001,2002,R+,7.49,"['Ishimaru Hiroya', 'Shibata Hidekatsu', 'Kitahama Haruko', 'Uchikawa Ai', 'Tachiki Fumihiko']"
2524,Mazinkaiser SKL,3,"['Actas', 'Media Blasters', 'Showgate', 'Dynamic Planning']","['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,2010,2011,R,7.20,"['Asanuma Shintaro', 'Hino Satoshi', 'Hayami Saori', 'Ginga Banjou']"
2447,Medaka Box,12,"['Gainax', 'TV Tokyo', 'Lantis', 'Media Factory', 'Sentai Filmworks', 'Asahi Production', 'Hakoniwa Academy Student Council']","['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']",TV,2012,2012,PG-13,7.22,"['Toyosaki Aki', 'Ono Yuuki', 'Katou Emiri', 'Kayano Ai']"
1047,Medaka Box Abnormal,12,"['Gainax', 'TV Tokyo', 'Lantis', 'Sentai Filmworks', 'Asahi Production', 'Hakoniwa Academy Student Council']","['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']",TV,2012,2012,PG-13,7.68,"['Toyosaki Aki', 'Shindou Kei', 'Ono Yuuki', 'Kayano Ai', 'Suwabe Junichi']"
2798,Medarot (Medabots),52,"['Bee Train', 'Production I.G', 'ADV Films', 'NAS', 'Nelvana']","['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",TV,1999,2000,PG,7.12,"['Takeuchi Junko', 'Yamazaki Michiru', 'Sendai Eri']"
3982,Medarot Damashii (Medabots Spirits),39,"['Production I.G', 'ADV Films', 'NAS', 'Nelvana']","['Action', 'Adventure', 'Sci-Fi']",TV,2000,2001,G,6.78,"['Yamazaki Michiru']"
4519,Mega Man (Megaman),27,"['ADV Films', 'Production Reed', 'Capcom', 'Discotek']","['Action', 'Adventure', 'Comedy']",TV,1994,1995,G,6.63,"[]"
4649,Megami Kouhosei,12,"['Bandai Visual', 'Xebec']","['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",TV,2000,2000,PG-13,6.59,"['Obi Yukimasa', 'Nagasawa Miki', 'Chiba Susumu', 'Amano Yuri']"
4941,Megami Kouhosei Special Curriculum,1,"['Bandai Visual']","['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",OVA,2002,2002,PG-13,6.50,"['Obi Yukimasa', 'Nagasawa Miki', 'Takagi Wataru', 'Chiba Susumu']"
3775,Megane na Kanojo,4,"['AIC Takarazuka']","['Comedy', 'Romance', 'School', 'Shounen']",OVA,2010,2010,PG-13,6.83,"['Imai Asami', 'Hanazawa Kana', 'Hayami Saori', 'Abe Atsushi']"
3112,Megazone 23,4,"['Artmic', 'ADV Films']","['Action', 'Mecha', 'Music', 'Mystery', 'Romance', 'Sci-Fi']",OVA,1985,1989,R,7.03,"['Kubota Masato', 'Kawamura Maria', 'Shiozawa Kaneto', 'Kusao Takeshi']"
1418,Mei to Koneko Bus (Mei and the Baby Cat Bus),1,"['Studio Ghibli']","['Adventure', 'Fantasy']",Special,2002,2002,G,7.54,"['Sakamoto Chika', 'Miyazaki Hayao', 'Miyazaki Hayao']"
4223,Meiken Jolie (Belle and Sebastian),52,"['NHK', 'Toho Company']","['Adventure', 'Historical']",TV,1981,1982,G,6.72,"['Ohara Noriko', 'Mine Eken', 'Matsuoka Youko', 'Nishio Toku']"
1474,Meitantei Holmes (Sherlock Hound),26,"['Geneon Universal Entertainment', 'Studio Gallop', 'TMS Entertainment', 'Discotek', 'Studio Take Off']","['Adventure', 'Comedy', 'Mystery']",TV,1984,1985,G,7.51,"['Hirokawa Taichirou', 'Tomita Kousei', 'Ichiryuusai Harumi']"
2418,Mekakucity Actors,12,"['Aniplex', 'Shaft', 'Aniplex of America', '1st PLACE', 'Tokyo MX']","['Comedy', 'Romance', 'Sci-Fi', 'Super Power', 'Supernatural']",TV,2014,2014,PG-13,7.23,"['Asumi Kana', 'Tachibana Shinnosuke', 'Terashima Takuma', 'Nakahara Mai']"
4625,Meme Iroiro Yume no Tabi (The Many Dream Journeys of Meme),127,"['Nippon Animation', 'TBS']","['Adventure', 'Kids', 'Sci-Fi']",TV,1983,1985,PG,6.60,"['Fujita Toshiko']"
742,Memories,3,"['Madhouse', 'Studio 4°C']","['Drama', 'Horror', 'Psychological', 'Sci-Fi']",Movie,1995,1995,PG-13,7.85,"['Hori Hideyuki', 'Isobe Tsutomu', 'Yamadera Kouichi']"
4966,Memories Off 2nd,3,"['Picture Magic', 'Rikuentai']","['Drama', 'Romance']",OVA,2003,2003,PG-13,6.49,"['Mizuki Nana', 'Nakanishi Tamaki', 'Ikezawa Haruna', 'Majima Junji']"
4967,Memories Off 3.5,4,"['Picture Magic', 'Rikuentai']","['Drama', 'Romance']",OVA,2004,2004,PG-13,6.49,"['Kobayashi Sanae', 'Mizuki Nana', 'Enomoto Atsuko', 'Majima Junji']"
4481,Memory (ONA),1,"['None found', 'add some']","['Drama', 'Military', 'Sci-Fi', 'Slice of Life']",ONA,2009,2009,PG-13,6.64,"[]"
2598,Mermaid Forest,13,"['TV Tokyo', 'TMS Entertainment']","['Drama', 'Fantasy', 'Horror', 'Mystery']",TV,2003,2003,R,7.18,"['Takayama Minami', 'Yamadera Kouichi', 'Ohmoto Makiko', 'Kuwashima Houko']"
3074,Mermaid Forest OVA,1,"['Studio Pierrot', 'OB Planning']","['Drama', 'Fantasy', 'Horror', 'Mystery']",OVA,1991,1991,R,7.04,"['Takayama Minami', 'Yamadera Kouichi', 'Doi Mika']"
