ID,Rank,Title,Episodes,Producers,Type,PremieredYear,ENDYear,Rating,Score,VoiceActors,,
581,882,Shakugan no Shana III (Final) (Shakugan no Shana: Season III),24,"['J.C.Staff', 'Geneon Universal Entertainment', 'FUNimation Entertainment', 'Warner Bros.', 'ASCII Media Works', 'Showgate']",TV,2011,2012,PG-13,7.78,"['Kugimiya Rie', 'Hino Satoshi', 'Hayami Show', 'Itou Shizuka']",,
582,883,Utawarerumono,26,"['Oriental Light and Magic', 'ADV Films', 'FUNimation Entertainment', 'Lantis']",TV,2006,2006,R,7.78,"['Yuzuki Ryouka', 'Koyama Rikiya', 'Sawashiro Miyuki', 'Miyake Kaya']",,
583,884,Amagi Brilliant Park,13,"['Kyoto Animation', 'Avex Entertainment', 'TBS', 'DAX Production', 'Sentai Filmworks', 'flying DOG', 'Mobcast']",TV,2014,2014,PG-13,7.77,"['Kakuma Ai', 'Uchiyama Kouki', 'Fujii Yukiyo', 'Nonaka Ai']",,
584,889,Mahoujin Guru Guru (Magical Circle Guru Guru),45,['Nippon Animation'],TV,1994,1995,G,7.77,"['Yoshida Konami', 'Takimoto Fujiko', 'Ogata Kenichi', 'Takagi Wataru']",,
585,890,Mitsudomoe,13,"['Aniplex', 'Lantis', 'Bridge', 'Cospa', 'Studio Mausu']",TV,2010,2010,PG-13,7.77,"['Tomatsu Haruka', 'Akesaka Satomi', 'Takagaki Ayahi', 'Shimono Hiro']",,
586,891,Mousou Dairinin (Paranoia Agent),13,"['Madhouse', 'Touhouku Shinsha']",TV,2004,2004,R+,7.77,"['Sakaguchi Daisuke', 'Seki Toshihiko', 'Noto Mamiko', 'Iizuka Shouzou']",,
587,895,Btooom!,12,"['Madhouse', 'Sentai Filmworks', 'The Klock Worx', 'flying DOG', 'Showgate']",TV,2012,2012,R,7.76,"['Hongo Kanata', 'Mimori Suzuko', 'Sawashiro Miyuki', 'Ookawa Tooru']",,
588,896,Free! (Free!,12,"['Kyoto Animation', 'Lantis', 'Discotek', 'Animation Do', 'Iwatobi High School Swimming Club']",TV,2013,2013,PG-13,7.76,"['Yukino Satsuki', 'Suzuki Tatsuhisa', 'Miyano Mamoru', 'Watanabe Akeno', 'Matsumoto Megumi', 'Shimazaki Nobunaga', 'Yonaga Tsubasa', 'Sato Satomi']",,
589,897,Gakkou no Kaidan (Ghost Stories),19,"['Studio Pierrot', 'ADV Films', 'Discotek']",TV,2000,2001,PG-13,7.76,"['Nakao Ryuusei', 'Sakuma Kumi', 'Honda Takako', 'Mamiya Kurumi']",,
590,898,Gangsta.,12,"['Bandai Visual', 'Manglobe', 'Frontier Works', 'FUNimation Entertainment']",TV,2015,2015,R,7.76,"['Tsuda Kenjirou', 'Hanae Natsuki', 'Suwabe Junichi', 'Murase Ayumu', 'Noto Mamiko', 'Yoshino Hiroyuki']",,
591,899,GetBackers,49,"['Studio Deen', 'ADV Films', 'TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha', 'Sentai Filmworks']",TV,2002,2003,PG-13,7.76,"['Canna Nobutoshi', 'Morikubo Showtaro', 'Shiraishi Ryoko', 'Hoshi Soichiro', 'Kobayashi Yumiko', 'Hoshino Takanori']",,
592,900,Giant Killing,26,"['Studio Deen', 'NHK']",TV,2010,2010,PG-13,7.76,"['Seki Tomokazu', 'Ono Daisuke', 'Mizushima Takahiro', 'Okiayu Ryotaro']",,
593,901,Kekkaishi,52,"['Sunrise', 'Yomiuri Telecasting Corporation', 'Viz Media']",TV,2006,2008,PG-13,7.76,"['Yoshino Hiroyuki', 'Shiraishi Ryoko', 'Saitou Rie', 'Tanaka Mayumi', 'Miyashita Eiji', 'Onishi Takeharu']",,
594,904,Seitokai Yakuindomo,13,"['Starchild Records', 'GoHands', 'Dream Force']",TV,2010,2010,R,7.76,"['Hikasa Yoko', 'Yahagi Sayuri', 'Asanuma Shintaro', 'Sato Satomi']",,
595,906,Shinmai Maou no Testament Burst,10,"['Kadokawa Shoten', 'Nippon Columbia', 'Production IMS']",TV,2015 to ?,2015 to ?,R,7.76,"['Asai Ayaka', 'Nakamura Yuuichi', 'Fukuhara Kaori', 'Bridcutt Sarah Emi']",,
596,907,Toaru Majutsu no Index (A Certain Magical Index),24,"['J.C.Staff', 'Geneon Universal Entertainment', 'Square Enix', 'FUNimation Entertainment', 'AT-X', 'ASCII Media Works', 'Kadokawa Contents Gate']",TV,2008,2009,R,7.76,"['Abe Atsushi', 'Iguchi Yuka', 'Satou Rina', 'Okamoto Nobuhiko']",,
597,908,Turn A Gundam (∀ Gundam),50,"['Sunrise', 'Fuji TV']",TV,1999,2000,PG-13,7.76,"['Park Romi', 'Takahashi Rieko', 'Murata Akino', 'Takahashi Rieko']",,
598,909,Ano Natsu de Matteru (Waiting in the Summer),12,"['J.C.Staff', 'Geneon Universal Entertainment', 'Genco', 'AT-X', 'Sentai Filmworks', 'Bushiroad Inc.', 'Showgate']",TV,2012,2012,PG-13,7.75,"['Tomatsu Haruka', 'Tamura Yukari', 'Ishihara Kaori', 'Shimazaki Nobunaga']",,
599,910,Arakawa Under the Bridge,13,"['Shaft', 'Square Enix', 'Starchild Records', 'Rakuonsha', 'NIS America', 'Inc.']",TV,2010,2010,PG-13,7.75,"['Sakamoto Maaya', 'Saito Chiwa', 'Kamiya Hiroshi', 'Sugita Tomokazu', 'Sawashiro Miyuki']",,
600,911,Black Jack (TV),61,['Tezuka Productions'],TV,2004,2006,PG-13,7.75,"['Ootsuka Akio', 'Mizutani Yuuko']",,
601,912,Black Jack 21,17,['Tezuka Productions'],TV,2006,2006,PG-13,7.75,"['Ootsuka Akio', 'Hayami Show']",,
602,913,Cardcaptor Sakura Movie 1 (Cardcaptor Sakura: The Movie),1,"['Madhouse', 'NHK', 'Kodansha', 'Shelty', 'Nelvana', 'NHK Enterprises', 'Discotek']",Movie,1999,1999,PG,7.75,"['Tange Sakura', 'Kumai Motoko', 'Hisakawa Aya', 'Inoue Kikuko']",,
603,916,Hanbun no Tsuki ga Noboru Sora (Looking Up At The Half-Moon),6,"['Group TAC', 'Pony Canyon', 'Right Stuf', 'Crimson Star Media']",TV,2006,2006,PG-13,7.75,"['Takahashi Mikako', 'Suzumura Kenichi', 'Kodaira Yuuki', 'Kobushi Nobuyuki']",,
604,918,Inu x Boku SS (Inu X Boku Secret Service),12,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting', 'Movic', 'David Production', 'Sentai Filmworks', 'Inu x Boku SS Production Partners']",TV,2012,2012,PG-13,7.75,"['Nakamura Yuuichi', 'Hidaka Rina', 'Hanazawa Kana', 'Miyano Mamoru']",,
605,919,Isshuukan Friends. (One Week Friends),12,"['Brains Base', 'NAS', 'Pony Canyon', 'DAX Production', 'Sentai Filmworks', 'TOHO animation']",TV,2014,2014,PG-13,7.75,"['Amamiya Sora', 'Yamaya Yoshitaka', 'Hosoya Yoshimasa', 'Ookubo Rumi']",,
606,920,Kamisama no Memochou (Heaven&#039;s Memo Pad),12,"['J.C.Staff', 'Lantis', 'AT-X', 'Sentai Filmworks', 'Warner Bros.', 'The Klock Worx', 'ASCII Media Works']",TV,2011,2011,R,7.75,"['Ogura Yui', 'Matsuoka Yoshitsugu', 'Kayano Ai', 'Ono Daisuke']",,
607,921,Love Live! School Idol Project,13,"['Sunrise', 'Lantis', 'NIS America', 'Inc.']",TV,2013,2013,PG-13,7.75,"['Pile', 'Tokui Sora', 'Kusuda Aina', 'Uchida Aya']",,
608,922,Love Stage!!,10,"['J.C.Staff', 'Sentai Filmworks']",TV,2014,2014,PG-13,7.75,"['Yonaga Tsubasa', 'Eguchi Takuya', 'Hirai Sachie', 'Hirakawa Daisuke', 'DAIGO']",,
609,924,Toriko,147,"['Toei Animation', 'FUNimation Entertainment', 'Yomiko Advertising', 'Fuji TV']",TV,2011,2014,PG-13,7.75,"['Okiayu Ryotaro', 'Matsuda Kenji', 'Sakurai Takahiro', 'Iwata Mitsuo']",,
610,929,Future GPX Cyber Formula Sin,5,['Sunrise'],OVA,1998 to 2000,1998 to 2000,PG-13,7.74,"['Kanemaru Junichi', 'Seki Toshihiko', 'Ono Kenichi', 'Mitsuishi Kotono']",,
611,930,Himouto! Umaru-chan,12,"['Doga Kobo', 'Sentai Filmworks']",TV,2015,2015,PG-13,7.74,"['Tanaka Aimi', 'Nojima Kenji', 'Tomita Miyu', 'Kageyama Akari', 'Shiraishi Haruka']",,
612,931,Imawa no Kuni no Alice,3,"['Silver Link', 'Connect']",OVA,2014,2015,R,7.74,"['Hosoya Yoshimasa', 'Suzuki Tatsuhisa', 'Kotobuki Minako', 'Sakurai Takahiro']",,
613,933,Jewelpet Twinkle☆,52,"['TV Tokyo', 'Studio Comet', 'Studio Jack']",TV,2010,2011,PG,7.73,"['Takamori Natsumi', 'Saitou Ayaka', 'Sawashiro Miyuki', 'Hirano Aya']",,
614,934,Kore wa Zombie Desu ka? (Is This a Zombie?),12,"['Studio Deen', 'FUNimation Entertainment', 'Kadokawa Shoten', 'AT-X', 'Kadokawa Pictures Japan', 'The Klock Worx', 'flying DOG']",TV,2011,2011,R,7.74,"['Mitsuishi Kotono', 'Kanai Mika', 'Majima Junji', 'Hikasa Yoko', 'Kanemoto Hisako']",,
615,935,Layton Kyouju to Eien no Utahime,1,"['Oriental Light and Magic', 'Viz Media', 'P.A. Works']",Movie,2009,2009,PG,7.74,"['Oizumi Yo', 'Horikita Maki', 'Watabe Atsuro', 'Aibu Saki']",,
616,936,Love Stage!! OVA,1,['J.C.Staff'],OVA,2014,2014,PG-13,7.74,"['Yonaga Tsubasa', 'Eguchi Takuya', 'Hirakawa Daisuke', 'DAIGO']",,
617,937,Mobile Police Patlabor,47,"['Sunrise', 'Touhouku Shinsha', 'Central Park Media', 'Maiden Japan']",TV,1989,1990,PG-13,7.74,"['Tominaga Miina', 'Furukawa Toshio', 'Ikemizu Michihiro', 'Oobayashi Ryuusuke']",,
618,939,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,4,"['Aniplex', 'AIC Build', 'Aniplex of America']",Special,2011,2011,PG-13,7.74,"['Hanazawa Kana', 'Nakamura Yuuichi', 'Taketatsu Ayana', 'Hayami Saori']",,
619,940,Shounen Onmyouji (Shonen Onmyoji),26,"['Studio Deen', 'FUNimation Entertainment']",TV,2006,2007,PG-13,7.74,"['Konishi Katsuyuki', 'Noda Junko', 'Kaida Yuki', 'Ishida Akira', 'Mugihito', 'Takahashi Hiroki']",,
620,941,Sukitte Ii na yo. (Say &quot;I Love You&quot;.),13,"['Starchild Records', 'Kodansha', 'Zexcs', 'Magic Capsule', 'Sentai Filmworks', 'Yomiuri Advertising', 'GANSIS']",TV,2012,2012,PG-13,7.74,"['Kayano Ai', 'Sakurai Takahiro', 'Maeno Tomoaki', 'Uchiyama Yumi']",,
621,944,Uchuu Senkan Yamato (Star Blazers: The Quest for Iscandar),26,['Academy Productions'],TV,1974,1975,PG-13,7.74,"['Naya Goro', 'Tomiyama Kei', 'Ibu Masatou', 'Ichiryuusai Harumi']",,
622,946,Air Gear,25,"['Toei Animation', 'Marvelous Entertainment', 'ADV Films', 'FUNimation Entertainment', 'Kodansha']",TV,2006,2006,R+,7.73,"['Kamakari Kenta', 'KENN', 'Ise Mariya', 'Kikuchi Masami']",,
623,947,Bishoujo Senshi Sailor Moon R (Sailor Moon R),43,"['Toei Animation', 'TV Asahi', 'Viz Media']",TV,1993,1994,PG-13,7.73,"['Mitsuishi Kotono', 'Araki Kae', 'Fukami Rica', 'Tomizawa Michie', 'Shinohara Emi', 'Neugebauer Veronika Aryana']",,
624,949,Crayon Shin-chan (Shin Chan),Unknown,"['TV Asahi', 'FUNimation Entertainment', 'Shin-Ei Animation']",TV,1992 to ?,1992 to ?,G,7.74,"['Yajima Akiko', 'Narahashi Miki', 'Fujiwara Keiji', 'Koorogi Satomi']",,
625,950,Daicon Opening Animations,2,['Gainax'],Special,1981,1983,PG,7.73,[],,
626,953,Gensoumaden Saiyuuki (Saiyuki),50,"['Studio Pierrot', 'TV Tokyo', 'Dentsu', 'Group TAC', 'ADV Films']",TV,2000,2001,R,7.73,"['Seki Toshihiko', 'Hoshi Soichiro', 'Ishida Akira', 'Hirata Hiroaki']",,
627,955,Initial D Battle Stage 2,1,['OB Planning'],OVA,2007,2007,PG-13,7.73,"['Miki Shinichiro', 'Seki Tomokazu', 'Iwata Mitsuo', 'Toyoguchi Megumi']",,
628,956,K,13,"['Starchild Records', 'Viz Media', 'Mainichi Broadcasting', 'GoHands', 'The Klock Worx']",TV,2012,2012,PG-13,7.73,"['Tsuda Kenjirou', 'Namikawa Daisuke', 'Ono Daisuke', 'Komatsu Mikako']",,
629,957,Kimagure Orange☆Road,48,"['Studio Pierrot', 'Toho Company', 'Animeigo']",TV,1987,1988,PG-13,7.73,"['Tsuru Hiromi', 'Furuya Toru', 'Hara Eriko', 'Honda Chieko']",,
630,958,Lady Lady!!,21,['Toei Animation'],TV,1987,1988,G,7.73,"['Kikuchi Hidehiro', 'Miyuki Sanae', 'Horikawa Ryo']",,
631,959,Macross Zero,5,"['Bandai Visual', 'Satelight']",OVA,2002,2004,R+,7.73,"['Nanri Yuuka', 'Kobayashi Sanae', 'Suzumura Kenichi', 'Nozawa Nachi']",,
632,960,Mainichi Kaasan (Kaasan,142,['NAS'],TV,2009,2012,PG,7.73,"['Mori Kumiko', 'Sonozaki Mie', 'Fujii Yuna', 'Hiromasa Taguchi']",,
633,961,Moyashimon,11,"['Dentsu', 'Telecom Animation Film', 'Kodansha', 'Fuji TV', 'Shirogumi', 'Sony Music Entertainment', 'Fuji Pacific Music Publishing']",TV,2007,2007,PG-13,7.73,"['Saiga Mitsuki', 'Ohara Sayaka', 'Sakaguchi Daisuke', 'Nishimura Tomomichi']",,
634,962,Muumindani no Suisei,1,['Telescreen BV'],Movie,1992,1992,G,7.73,"['Koyasu Takehito', 'Takayama Minami', 'Sakuma Rei', 'Nakao Ryuusei']",,
635,963,Nodame Cantabile OVA 2,1,['J.C.Staff'],OVA,2010,2010,PG-13,7.73,"['Kawasumi Ayako', 'Seki Tomokazu', 'Itou Shizuka', 'Shimono Hiro']",,
636,965,Persona 4 The Animation,25,"['Aniplex', 'AIC A.S.T.A.', 'Mainichi Broadcasting', 'Sentai Filmworks', 'ASCII Media Works', 'Index']",TV,2011,2012,PG-13,7.73,"['Namikawa Daisuke', 'Park Romi', 'Morikubo Showtaro', 'Horie Yui']",,
637,968,Toradora! OVA,1,['J.C.Staff'],OVA,2009,2009,PG-13,7.73,[],,
638,969,Tsubasa Chronicle 2nd Season (Tsubasa Chronicle 2nd Series),26,"['Bee Train', 'FUNimation Entertainment', 'NHK', 'NHK Enterprises']",TV,2006,2006,PG-13,7.73,"['Namikawa Daisuke', 'Makino Yui', 'Irino Miyu', 'Inada Tetsu']",,
639,975,High School DxD BorN,12,"['Genco', 'FUNimation Entertainment', 'Lantis', 'TNK']",TV,2015,2015,R+,7.72,"['Hikasa Yoko', 'Kaji Yuuki', 'Itou Shizuka', 'Taketatsu Ayana']",,
640,976,Hoozuki no Reitetsu OVA,3,"['Starchild Records', 'Wit Studio']",OVA,2015,2015,PG-13,7.72,"['Yasumoto Hiroki', 'Yusa Kouji', 'Aoyama Touko']",,
641,978,Kuroshitsuji Special (Black Butler Special),1,"['A-1 Pictures', 'FUNimation Entertainment']",Special,2009,2009,PG-13,7.72,"['Ono Daisuke', 'Sakamoto Maaya', 'Fukuyama Jun', 'Suwabe Junichi']",,
642,980,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,3,['Shaft'],OVA,2008,2009,PG-13,7.72,"['Satou Rina', 'Matsuoka Yuki', 'Noto Mamiko', 'Kobayashi Yuu']",,
643,981,Nisekoi OVA,3,['Shaft'],OVA,2014,2015,PG-13,7.72,"['Touyama Nao', 'Hanazawa Kana', 'Uchiyama Kouki', 'Sekine Akira', 'Asumi Kana']",,
644,982,Plawres Sanshirou (Plastic Model Wrestling Sanshiro),37,"['Asatsu DK', 'Kaname Productions']",TV,1983,1984,PG-13,7.72,"['Andou Arisa', 'Majima Satomi', 'Inoue You', 'Inose Akiko']",,
645,985,Taiyou no Ko Esteban (The Mysterious Cities of Gold),39,"['Studio Pierrot', 'DiC Entertainment']",TV,1982,1983,PG-13,7.72,"['Sasaki Isao', 'Nozawa Masako', 'Koyama Mami', 'Hori Junko']",,
646,986,Accel World,24,"['Sunrise', 'Genco', 'Viz Media', 'Rakuonsha', 'Warner Bros.', 'flying DOG', 'ASCII Media Works']",TV,2012,2012,PG-13,7.71,"['Misawa Sachika', 'Kaji Yuuki', 'Toyosaki Aki', 'Asanuma Shintaro']",,
647,988,Bungaku Shoujo (Book Girl),1,"['Production I.G', 'Kadokawa Contents Gate']",Movie,2010,2010,PG-13,7.71,"['Hanazawa Kana', 'Hirano Aya', 'Saito Chiwa', 'Irino Miyu', 'Mizuki Nana']",,
648,990,Fantastic Children,26,"['Nippon Animation', 'Bandai Entertainment']",TV,2004,2005,PG-13,7.71,"['Minagawa Junko', 'Urata Yuu', 'Takaguchi Yukiko', 'Hanawa Eiji']",,
649,991,Future GPX Cyber Formula Zero,8,['Sunrise'],OVA,1994 to 1995,1994 to 1995,PG-13,7.71,"['Kanemaru Junichi', 'Mitsuishi Kotono', 'Ono Kenichi', 'Seki Toshihiko']",,
650,992,Gugure! Kokkuri-san,12,"['TV Tokyo', 'Frontier Works', 'TMS Entertainment', 'Media Factory', 'NAS', 'Sentai Filmworks', 'Sony Music Communications']",TV,2014,2014,PG-13,7.71,"['Hirohashi Ryou', 'Ono Daisuke', 'Shiraishi Ryoko', 'Saito Chiwa', 'Sakurai Takahiro', 'Nakata Jouji']",,
651,993,Haiyore! Nyaruko-san F,1,"['Xebec', 'Studio Mausu', 'DIVE II Entertainment']",OVA,2015,2015,PG-13,7.71,"['Asumi Kana', 'Matsuki Miyu', 'Kugimiya Rie', 'Kitamura Eri']",,
652,994,Ike! Ina-chuu Takkyuubu (The Ping-Pong Club),26,"['Trans Arts', 'Kitty Films', 'Studio Hibari', 'TBS', 'Central Park Media', 'Grouper Productions', 'Studio Jack']",TV,1995,1995,R+,7.71,"['Okano Kousuke', 'Uehara Sakura', 'Yamazaki Takumi', 'Takato Yasuhiro']",,
653,996,Majokko Shimai no Yoyo to Nene (Magical Sisters Yoyo &amp; Nene),1,"['Aniplex', 'ufotable', 'Starchild Records', 'Tokuma Shoten']",Movie,2013,2013,G,7.71,"['Morohoshi Sumire', 'Kakuma Ai', 'Chou Katsumi', 'Honda Takako']",,
654,999,Psycho-Pass 2,11,"['Production I.G', 'Dentsu', 'FUNimation Entertainment', 'Tatsunoko Productions', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation']",TV,2014,2014,R,7.71,"['Hanazawa Kana', 'Kimura Ryouhei', 'Fujiwara Keiji', 'Sakura Ayane']",,
655,1000,Strike Witches Movie,1,"['AIC', 'FUNimation Entertainment', 'NTT Docomo', '501st JOINT FIGHTER WING']",Movie,2012,2012,PG-13,7.71,"['Fukuen Misato', 'Uchida Aya', 'Kadowaki Mai', 'Nogawa Sakura']",,
656,1002,UFO Robo Grendizer,74,"['Fuji TV', 'Dynamic Planning']",TV,1975,1977,PG-13,7.71,"['Ishimaru Hiroya', 'Tomiyama Kei', 'Yoshida Rihoko', 'Kawashima Chiyoko']",,
657,1003,Waga Seishun no Arcadia,1,"['Toei Animation', 'Animeigo']",Movie,1982,1982,PG-13,7.71,"['Inoue Makio', 'Tajima Reiko', 'Tomiyama Kei', 'Mutou Reiko']",,
658,1005,Bishoujo Senshi Sailor Moon (Sailor Moon),46,"['Toei Animation', 'TV Asahi', 'ADV Films', 'Viz Media', 'DiC Entertainment']",TV,1992,1993,PG-13,7.7,"['Mitsuishi Kotono', 'Araki Kae', 'Fukami Rica', 'Tomizawa Michie', 'Shinohara Emi']",,
659,1009,Hourou Musuko Specials (Wandering Son Specials),2,"['Aniplex', 'AIC']",Special,2011,2011,PG-13,7.7,[],,
660,1010,Kareshi Kanojo no Jijou (His and Her Circumstances),26,"['Gainax', 'J.C.Staff', 'TV Tokyo', 'Right Stuf', 'GANSIS']",TV,1998,1999,PG-13,7.7,"['Enomoto Atsuko', 'Suzuki Chihiro', 'Kisaichi Atsushi', 'Shintani Mayumi']",,
661,1011,Kore wa Zombie Desu ka? of the Dead OVA,1,"['Studio Deen', 'FUNimation Entertainment', 'Kadokawa Shoten', 'AT-X', 'Kadokawa Pictures Japan', 'The Klock Worx', 'flying DOG']",OVA,2012,2012,R+,7.7,"['Kobayashi Yuu', 'Majima Junji', 'Hikasa Yoko', 'Nomizu Iori']",,
662,1012,Mitsudomoe Special,1,"['Lantis', 'Bridge']",Special,2011,2011,PG-13,7.7,[],,
663,1013,Mujin Wakusei Survive,52,"['Madhouse', 'Telecom Animation Film']",TV,2003,2004,G,7.7,"['Iwai Yukiko', 'Madono Mitsuaki', 'Ishida Akira', 'Asai Kiyomi', 'Andou Mabuki']",,
664,1014,New Prince of Tennis (The Prince of Tennis II),13,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'NAS', 'M.S.C', 'TV Tokyo Music', 'Marvelous AQL']",TV,2012,2012,PG-13,7.7,"['Minagawa Junko', 'Kaida Yuki', 'Okiayu Ryotaro', 'Takahashi Hiroki']",,
665,1016,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,12,"['J.C.Staff', 'Genco', 'Starchild Records', 'FUNimation Entertainment']",TV,2015,2015,R,7.7,"['Ishigami Shizuka', 'Arai Satomi', 'Yamazaki Haruka', 'Kobayashi Yuusuke', 'Horie Yui']",,
666,1017,Shion no Ou,22,"['Studio Deen', 'Yomiko Advertising', 'Pony Canyon', 'Fuji TV', 'DAX Production']",TV,2007,2008,PG-13,7.7,"['Kawasumi Ayako', 'Park Romi', 'Mizuno Risa', 'Gouda Hozumi']",,
667,1018,Sora no Otoshimono OVA (Heaven&#039;s Lost Property OVA),1,"['AIC A.S.T.A.', 'FUNimation Entertainment', 'NTT Docomo']",OVA,2010,2010,PG-13,7.7,"['Hayami Saori', 'Hoshi Soichiro', 'Fujita Saki', 'Nomizu Iori', 'Mina']",,
668,1019,Suisei no Gargantia (Gargantia on the Verdurous Planet),13,"['Production I.G', 'Bandai Visual', 'Yomiuri Telecasting Corporation', 'Lantis', 'Viz Media', 'Nitroplus', 'Bushiroad Inc.', 'Good Smile Company']",TV,2013,2013,PG-13,7.7,"['Sugita Tomokazu', 'Ishikawa Kaito', 'Kanemoto Hisako', 'Itou Shizuka']",,
669,1020,Tatakae! Chou Robot Seimeitai Transformers,98,"['Toei Animation', 'Hasbro', 'AKOM']",TV,1985,1987,G,7.7,"['Genda Tessyo', 'Suzuoki Hirotaka', 'Katou Seizou']",,
670,1021,Tonari no Seki-kun (Tonari no Seki-kun: The Master of Killing Time),21,"['Starchild Records', 'Media Factory', 'Shin-Ei Animation']",TV,2014,2014,G,7.7,"['Shimono Hiro', 'Hanazawa Kana', 'Sato Satomi', 'Shitara Mami']",,
671,1022,Trapp Ikka Monogatari (The Trapp Family Story),40,"['Nippon Animation', 'Fuji TV']",TV,1991,1991,G,7.7,"['Shiratori Yuri', 'Katsuki Masako', 'Ishikawa Hiromi', 'Sugimoto Saori']",,
672,1023,Tsubasa Chronicle,26,"['Bee Train', 'FUNimation Entertainment', 'NHK', 'Kodansha', 'NHK Enterprises']",TV,2005,2005,PG-13,7.7,"['Namikawa Daisuke', 'Makino Yui', 'Irino Miyu', 'Inada Tetsu']",,
673,1024,Acchi Kocchi (TV) (Place to Place),12,"['AIC', 'Pony Canyon', 'TBS', 'DAX Production', 'Sentai Filmworks', 'Acchi Kocchi Production Committee', 'BS-TBS', 'Jumondo', 'Houbunsha']",TV,2012,2012,PG-13,7.69,"['Ookubo Rumi', 'Okamoto Nobuhiko', 'Nabatame Hitomi', 'Fukuhara Kaori']",,
674,1026,Chuuka Ichiban!,52,['Nippon Animation'],TV,1997,1998,PG-13,7.69,"['Tanaka Mayumi', 'Yanaka Hiroshi', 'Sakamoto Chika', 'Okiayu Ryotaro']",,
675,1028,Heroic Age,26,"['Xebec', 'Starchild Records', 'FUNimation Entertainment']",TV,2007,2007,PG-13,7.69,"['Yazaki Hiroshi', 'Ishikawa Yui', 'Koshimizu Ami', 'Yukana']",,
676,1030,Motto To LOVE-Ru,12,"['Xebec', 'Geneon Universal Entertainment', 'TBS', 'Magic Capsule', 'Sentai Filmworks', 'PRA']",TV,2010,2010,R+,7.69,"['Tomatsu Haruka', 'Watanabe Akeno', 'Yahagi Sayuri', 'Toyosaki Aki']",,
677,1033,Sweat Punch,5,['Studio 4°C'],OVA,2002,2006,R+,7.69,"['Midorikawa Hikaru', 'Maeda Ai', 'Kakinuma Shino', 'Shishido Rumi']",,
678,1035,Yuru Yuri (YuruYuri: Happy Go Lily),12,"['TV Tokyo', 'Daume', 'Doga Kobo', 'Pony Canyon', 'DAX Production', 'NIS America', 'Inc.', 'Studio Gram', 'PRA', 'Jumondo']",TV,2011,2011,PG-13,7.69,"['Ootsubo Yuka', 'Mikami Shiori', 'Tsuda Minami', 'Ookubo Rumi']",,
679,1036,Zero no Tsukaima (The Familiar of Zero),13,"['J.C.Staff', 'Genco', 'FUNimation Entertainment', 'Media Factory', 'Shochiku', 'Sentai Filmworks', 'Bushiroad Inc.', 'Happinet Pictures']",TV,2006,2006,PG-13,7.69,"['Kugimiya Rie', 'Hino Satoshi', 'Gotou Tetsuo', 'Inokuchi Yuka']",,
680,1037,Ashita no Nadja (Tomorrow&#039;s Nadja),50,['Toei Animation'],TV,2003,2004,G,7.68,"['Koshimizu Ami', 'Saiga Mitsuki', 'Saiga Mitsuki', 'Shishido Rumi']",,
681,1039,CLAMP in Wonderland 2,1,['Madhouse'],Music,2007,2007,G,7.68,[],,
682,1044,Jigoku Sensei Nube,49,['Toei Animation'],TV,1996,1997,PG-13,7.68,"['Okiayu Ryotaro', 'Takimoto Fujiko', 'Kasahara Rumi', 'Fujita Toshiko', 'Shiratori Yuri']",,
683,1045,Kappa no Coo to Natsuyasumi (Summer Days with Coo),1,"['Aniplex', 'Shin-Ei Animation', 'Sony Music Entertainment']",Movie,2007,2007,G,7.68,"['Tomizawa Kazato', 'Yokokawa Takahiro', 'Sadaoka Sayuri', 'Inaba Minoru']",,
684,1046,Konjiki no Gash Bell!! (Zatch Bell!),150,"['Toei Animation', 'Viz Media', 'Yomiko Advertising', 'Fuji TV']",TV,2003,2006,PG-13,7.68,"['Ootani Ikue', 'Yoshida Konami', 'Sakurai Takahiro', 'Koorogi Satomi', 'Takahashi Hiroki']",,
685,1047,Medaka Box Abnormal,12,"['Gainax', 'TV Tokyo', 'Lantis', 'Sentai Filmworks', 'Asahi Production', 'Hakoniwa Academy Student Council']",TV,2012,2012,PG-13,7.68,"['Toyosaki Aki', 'Shindou Kei', 'Ono Yuuki', 'Kayano Ai', 'Suwabe Junichi']",,
686,1049,Perfect Day,1,['Madhouse'],Music,2011,2011,G,7.68,[],,
687,1052,Aa! Megami-sama! Movie (Ah! My Goddess: The Movie),1,"['Bandai Visual', 'Geneon Universal Entertainment', 'AIC', 'Pony Canyon', 'Kodansha', 'Movic', 'Sega']",Movie,2000,2000,PG-13,7.67,"['Inoue Kikuko', 'Touma Yumi', 'Kikuchi Masami', 'Hisakawa Aya']",,
688,1055,Boku wa Tomodachi ga Sukunai (Haganai),12,"['FUNimation Entertainment', 'Media Factory', 'TBS', 'AIC Build', 'Bushiroad Inc.', 'Good Smile Company']",TV,2011,2011,R+,7.67,"['Itou Kanae', 'Inoue Marina', 'Sakura Ayane', 'Kimura Ryouhei', 'Seri Akiko', 'Hanazawa Kana']",,
